decodedBER,origBER,pilotSNR,recSNR,RMSDS
0,0.027529762,26.30773068,30.52962271,1.216427568
0,0.032738095,26.30773068,30.52962271,1.216427568
0,0.066964286,25.04223072,29.91591024,1.271448635
0,0.048363095,25.04223072,29.91591024,1.271448635
0,0.067708333,25.04223072,29.91591024,1.271448635
0,0.055803571,25.04223072,29.91591024,1.271448635
0,0.063244048,25.04223072,29.91591024,1.271448635
0,0.063988095,25.04223072,29.91591024,1.271448635
0,0.066964286,25.04223072,29.91591024,1.271448635
0,0.068452381,25.04223072,29.91591024,1.271448635
0,0.069196429,25.04223072,29.91591024,1.271448635
0,0.06547619,25.04223072,29.91591024,1.271448635
0,0.069196429,25.04223072,29.91591024,1.271448635
0,0.068452381,25.04223072,29.91591024,1.271448635
0,0.071428571,25.04223072,29.91591024,1.271448635
0,0.073660714,25.04223072,29.91591024,1.271448635
0,0.061011905,25.04223072,29.91591024,1.271448635
0,0.058779762,25.04223072,29.91591024,1.271448635
0,0.055803571,25.04223072,29.91591024,1.271448635
0,0.0625,25.04223072,29.91591024,1.271448635
0,0.063244048,25.04223072,29.91591024,1.271448635
0,0.060267857,25.04223072,29.91591024,1.271448635
0,0.031994048,26.57000852,29.98048821,1.524209336
0,0.03125,26.57000852,29.98048821,1.524209336
0,0.03422619,26.57000852,29.98048821,1.524209336
0,0.03422619,26.57000852,29.98048821,1.524209336
0,0.026041667,26.57000852,29.98048821,1.524209336
0,0.037946429,26.57000852,29.98048821,1.524209336
0,0.036458333,26.57000852,29.98048821,1.524209336
0,0.034970238,26.57000852,29.98048821,1.524209336
0,0.032738095,26.57000852,29.98048821,1.524209336
0,0.03125,26.57000852,29.98048821,1.524209336
0,0.033482143,26.57000852,29.98048821,1.524209336
0,0.039434524,26.57000852,29.98048821,1.524209336
0,0.033482143,26.57000852,29.98048821,1.524209336
0,0.03125,26.57000852,29.98048821,1.524209336
0,0.030505952,26.57000852,29.98048821,1.524209336
0,0.030505952,26.57000852,29.98048821,1.524209336
0,0.03422619,26.57000852,29.98048821,1.524209336
0,0.022321429,26.57000852,29.98048821,1.524209336
0,0.029761905,26.57000852,29.98048821,1.524209336
0,0.026041667,26.57000852,29.98048821,1.524209336
0,0.061755952,24.60828891,28.96339136,1.583462192
0,0.070684524,24.60828891,28.96339136,1.583462192
0,0.066220238,24.60828891,28.96339136,1.583462192
0,0.056547619,24.60828891,28.96339136,1.583462192
0,0.070684524,24.60828891,28.96339136,1.583462192
0,0.056547619,24.60828891,28.96339136,1.583462192
0,0.063988095,24.60828891,28.96339136,1.583462192
0,0.061011905,24.60828891,28.96339136,1.583462192
0,0.055059524,24.60828891,28.96339136,1.583462192
0,0.058779762,24.60828891,28.96339136,1.583462192
0,0.05952381,24.60828891,28.96339136,1.583462192
0,0.055803571,24.60828891,28.96339136,1.583462192
0,0.064732143,24.60828891,28.96339136,1.583462192
0,0.054315476,24.60828891,28.96339136,1.583462192
0,0.05952381,24.60828891,28.96339136,1.583462192
0,0.064732143,24.60828891,28.96339136,1.583462192
0,0.056547619,24.60828891,28.96339136,1.583462192
0,0.055059524,24.60828891,28.96339136,1.583462192
0,0.063244048,24.60828891,28.96339136,1.583462192
0,0.04985119,24.60828891,28.96339136,1.583462192
0,0.060267857,26.83854549,30.06319886,1.552801283
0,0.069940476,26.83854549,30.06319886,1.552801283
0,0.055803571,26.83854549,30.06319886,1.552801283
0,0.061755952,26.83854549,30.06319886,1.552801283
0,0.066964286,26.83854549,30.06319886,1.552801283
0,0.054315476,26.83854549,30.06319886,1.552801283
0,0.052827381,26.83854549,30.06319886,1.552801283
0,0.055803571,26.83854549,30.06319886,1.552801283
0,0.052827381,26.83854549,30.06319886,1.552801283
0,0.060267857,26.83854549,30.06319886,1.552801283
0,0.052083333,26.83854549,30.06319886,1.552801283
0,0.052083333,26.83854549,30.06319886,1.552801283
0,0.054315476,26.83854549,30.06319886,1.552801283
0,0.060267857,26.83854549,30.06319886,1.552801283
0,0.063244048,26.83854549,30.06319886,1.552801283
0,0.057291667,26.83854549,30.06319886,1.552801283
0,0.064732143,26.83854549,30.06319886,1.552801283
0,0.061011905,26.83854549,30.06319886,1.552801283
0,0.063244048,26.83854549,30.06319886,1.552801283
0,0.06547619,26.83854549,30.06319886,1.552801283
0,0.047619048,27.27335473,31.98101939,1.018571495
0,0.063244048,27.27335473,31.98101939,1.018571495
0,0.060267857,27.27335473,31.98101939,1.018571495
0,0.057291667,27.27335473,31.98101939,1.018571495
0,0.051339286,27.27335473,31.98101939,1.018571495
0,0.072916667,27.27335473,31.98101939,1.018571495
0,0.057291667,27.27335473,31.98101939,1.018571495
0,0.066964286,27.27335473,31.98101939,1.018571495
0,0.053571429,27.27335473,31.98101939,1.018571495
0,0.0625,27.27335473,31.98101939,1.018571495
0,0.060267857,27.27335473,31.98101939,1.018571495
0,0.058035714,27.27335473,31.98101939,1.018571495
0,0.055059524,27.27335473,31.98101939,1.018571495
0,0.066964286,27.27335473,31.98101939,1.018571495
0,0.072172619,27.27335473,31.98101939,1.018571495
0,0.069196429,27.27335473,31.98101939,1.018571495
0,0.061011905,27.27335473,31.98101939,1.018571495
0,0.06547619,27.27335473,31.98101939,1.018571495
0,0.086309524,27.27335473,31.98101939,1.018571495
0,0.072172619,27.27335473,31.98101939,1.018571495
0,0.055059524,25.97683158,30.19275211,2.14275923
0,0.061011905,25.97683158,30.19275211,2.14275923
0,0.060267857,25.97683158,30.19275211,2.14275923
0,0.052083333,25.97683158,30.19275211,2.14275923
0,0.054315476,25.97683158,30.19275211,2.14275923
0,0.047619048,25.97683158,30.19275211,2.14275923
0,0.055059524,25.97683158,30.19275211,2.14275923
0,0.07514881,25.97683158,30.19275211,2.14275923
0,0.053571429,25.97683158,30.19275211,2.14275923
0,0.049107143,25.97683158,30.19275211,2.14275923
0,0.054315476,25.97683158,30.19275211,2.14275923
0,0.052827381,25.97683158,30.19275211,2.14275923
0,0.056547619,25.97683158,30.19275211,2.14275923
0,0.054315476,25.97683158,30.19275211,2.14275923
0,0.055803571,25.97683158,30.19275211,2.14275923
0,0.050595238,25.97683158,30.19275211,2.14275923
0,0.061755952,25.97683158,30.19275211,2.14275923
0,0.061755952,25.97683158,30.19275211,2.14275923
0,0.058035714,25.97683158,30.19275211,2.14275923
0,0.060267857,25.97683158,30.19275211,2.14275923
0,0.068452381,25.00145972,31.18975555,1.374558929
0,0.071428571,25.00145972,31.18975555,1.374558929
0,0.066964286,25.00145972,31.18975555,1.374558929
0,0.072172619,25.00145972,31.18975555,1.374558929
0,0.068452381,25.00145972,31.18975555,1.374558929
0,0.061755952,25.00145972,31.18975555,1.374558929
0,0.066220238,25.00145972,31.18975555,1.374558929
0,0.078125,25.00145972,31.18975555,1.374558929
0,0.09077381,25.00145972,31.18975555,1.374558929
0,0.086309524,25.00145972,31.18975555,1.374558929
0,0.090029762,25.00145972,31.18975555,1.374558929
0,0.091517857,25.00145972,31.18975555,1.374558929
0,0.095982143,25.00145972,31.18975555,1.374558929
0,0.093005952,25.00145972,31.18975555,1.374558929
0,0.078869048,25.00145972,31.18975555,1.374558929
0,0.084077381,25.00145972,31.18975555,1.374558929
0,0.087797619,25.00145972,31.18975555,1.374558929
0,0.090029762,25.00145972,31.18975555,1.374558929
0,0.082589286,25.00145972,31.18975555,1.374558929
0,0.091517857,25.00145972,31.18975555,1.374558929
0,0.021577381,27.02730012,31.78287989,1.442789754
0,0.017113095,27.02730012,31.78287989,1.442789754
0,0.014880952,27.02730012,31.78287989,1.442789754
0,0.015625,27.02730012,31.78287989,1.442789754
0,0.014880952,27.02730012,31.78287989,1.442789754
0,0.023809524,27.02730012,31.78287989,1.442789754
0,0.017857143,27.02730012,31.78287989,1.442789754
0,0.037946429,27.02730012,31.78287989,1.442789754
0,0.04389881,27.02730012,31.78287989,1.442789754
0,0.032738095,27.02730012,31.78287989,1.442789754
0,0.036458333,27.02730012,31.78287989,1.442789754
0,0.029017857,27.02730012,31.78287989,1.442789754
0,0.034970238,27.02730012,31.78287989,1.442789754
0,0.032738095,27.02730012,31.78287989,1.442789754
0,0.033482143,27.02730012,31.78287989,1.442789754
0,0.022321429,27.02730012,31.78287989,1.442789754
0,0.026041667,27.02730012,31.78287989,1.442789754
0,0.032738095,27.02730012,31.78287989,1.442789754
0,0.020833333,27.02730012,31.78287989,1.442789754
0,0.023809524,27.02730012,31.78287989,1.442789754
0,0.053571429,26.89709633,30.5600805,1.073779808
0,0.047619048,26.89709633,30.5600805,1.073779808
0,0.052083333,26.89709633,30.5600805,1.073779808
0,0.054315476,26.89709633,30.5600805,1.073779808
0,0.052827381,26.89709633,30.5600805,1.073779808
0,0.052083333,26.89709633,30.5600805,1.073779808
0,0.054315476,26.89709633,30.5600805,1.073779808
0,0.051339286,26.89709633,30.5600805,1.073779808
0,0.054315476,26.89709633,30.5600805,1.073779808
0,0.04985119,26.89709633,30.5600805,1.073779808
0,0.055059524,26.89709633,30.5600805,1.073779808
0,0.055059524,26.89709633,30.5600805,1.073779808
0,0.044642857,26.89709633,30.5600805,1.073779808
0,0.055059524,26.89709633,30.5600805,1.073779808
0,0.047619048,26.89709633,30.5600805,1.073779808
0,0.049107143,26.89709633,30.5600805,1.073779808
0,0.050595238,26.89709633,30.5600805,1.073779808
0,0.06547619,26.89709633,30.5600805,1.073779808
0,0.052827381,26.89709633,30.5600805,1.073779808
0,0.04985119,26.89709633,30.5600805,1.073779808
0,0.050595238,26.09559713,31.09191972,1.849129322
0,0.037202381,26.09559713,31.09191972,1.849129322
0,0.039434524,26.09559713,31.09191972,1.849129322
0,0.029017857,26.09559713,31.09191972,1.849129322
0,0.033482143,26.09559713,31.09191972,1.849129322
0,0.034970238,26.09559713,31.09191972,1.849129322
0,0.038690476,26.09559713,31.09191972,1.849129322
0,0.039434524,26.09559713,31.09191972,1.849129322
0,0.046130952,26.09559713,31.09191972,1.849129322
0,0.045386905,26.09559713,31.09191972,1.849129322
0,0.061755952,26.09559713,31.09191972,1.849129322
0,0.056547619,26.09559713,31.09191972,1.849129322
0,0.055803571,26.09559713,31.09191972,1.849129322
0,0.044642857,26.09559713,31.09191972,1.849129322
0,0.052827381,26.09559713,31.09191972,1.849129322
0,0.042410714,26.09559713,31.09191972,1.849129322
0,0.03422619,26.09559713,31.09191972,1.849129322
0,0.02827381,26.09559713,31.09191972,1.849129322
0,0.032738095,26.09559713,31.09191972,1.849129322
0,0.035714286,26.09559713,31.09191972,1.849129322
0,0.023809524,26.93551584,30.31286198,1.921898843
0,0.022321429,26.93551584,30.31286198,1.921898843
0,0.025297619,26.93551584,30.31286198,1.921898843
0,0.020089286,26.93551584,30.31286198,1.921898843
0,0.020833333,26.93551584,30.31286198,1.921898843
0,0.020833333,26.93551584,30.31286198,1.921898843
0,0.020833333,26.93551584,30.31286198,1.921898843
0,0.021577381,26.93551584,30.31286198,1.921898843
0,0.021577381,26.93551584,30.31286198,1.921898843
0,0.016369048,26.93551584,30.31286198,1.921898843
0,0.023065476,26.93551584,30.31286198,1.921898843
0,0.017857143,26.93551584,30.31286198,1.921898843
0,0.020089286,26.93551584,30.31286198,1.921898843
0,0.024553571,26.93551584,30.31286198,1.921898843
0,0.022321429,26.93551584,30.31286198,1.921898843
0,0.026785714,26.93551584,30.31286198,1.921898843
0,0.023065476,26.93551584,30.31286198,1.921898843
0,0.021577381,26.93551584,30.31286198,1.921898843
0,0.022321429,26.93551584,30.31286198,1.921898843
0,0.026785714,26.93551584,30.31286198,1.921898843
0,0.039434524,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.029017857,28.19898456,32.43362216,1.400912089
0,0.032738095,28.19898456,32.43362216,1.400912089
0,0.036458333,28.19898456,32.43362216,1.400912089
0,0.029761905,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.036458333,28.19898456,32.43362216,1.400912089
0,0.023809524,28.19898456,32.43362216,1.400912089
0,0.039434524,28.19898456,32.43362216,1.400912089
0,0.034970238,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.038690476,28.19898456,32.43362216,1.400912089
0,0.042410714,28.19898456,32.43362216,1.400912089
0,0.036458333,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.035714286,28.19898456,32.43362216,1.400912089
0,0.029761905,28.19898456,32.43362216,1.400912089
0,0.039434524,28.19898456,32.43362216,1.400912089
0,0.027529762,28.24059339,32.45413726,1.164231085
0,0.02827381,28.24059339,32.45413726,1.164231085
0,0.03125,28.24059339,32.45413726,1.164231085
0,0.029761905,28.24059339,32.45413726,1.164231085
0,0.026041667,28.24059339,32.45413726,1.164231085
0,0.029761905,28.24059339,32.45413726,1.164231085
0,0.03125,28.24059339,32.45413726,1.164231085
0,0.03422619,28.24059339,32.45413726,1.164231085
0,0.032738095,28.24059339,32.45413726,1.164231085
0,0.03125,28.24059339,32.45413726,1.164231085
0,0.03422619,28.24059339,32.45413726,1.164231085
0,0.035714286,28.24059339,32.45413726,1.164231085
0,0.032738095,28.24059339,32.45413726,1.164231085
0,0.044642857,28.24059339,32.45413726,1.164231085
0,0.034970238,28.24059339,32.45413726,1.164231085
0,0.040178571,28.24059339,32.45413726,1.164231085
0,0.038690476,28.24059339,32.45413726,1.164231085
0,0.034970238,28.24059339,32.45413726,1.164231085
0,0.037946429,28.24059339,32.45413726,1.164231085
0,0.033482143,28.24059339,32.45413726,1.164231085
0,0.017857143,27.79338086,29.5431781,1.279397148
0,0.010416667,27.79338086,29.5431781,1.279397148
0,0.014136905,27.79338086,29.5431781,1.279397148
0,0.014136905,27.79338086,29.5431781,1.279397148
0,0.01264881,27.79338086,29.5431781,1.279397148
0,0.013392857,27.79338086,29.5431781,1.279397148
0,0.011160714,27.79338086,29.5431781,1.279397148
0,0.01264881,27.79338086,29.5431781,1.279397148
0,0.010416667,27.79338086,29.5431781,1.279397148
0,0.014880952,27.79338086,29.5431781,1.279397148
0,0.01264881,27.79338086,29.5431781,1.279397148
0,0.016369048,27.79338086,29.5431781,1.279397148
0,0.01860119,27.79338086,29.5431781,1.279397148
0,0.015625,27.79338086,29.5431781,1.279397148
0,0.019345238,27.79338086,29.5431781,1.279397148
0,0.019345238,27.79338086,29.5431781,1.279397148
0,0.014136905,27.79338086,29.5431781,1.279397148
0,0.014136905,27.79338086,29.5431781,1.279397148
0,0.020089286,27.79338086,29.5431781,1.279397148
0,0.014136905,27.79338086,29.5431781,1.279397148
0,0.021577381,27.10452905,31.84209001,1.128816707
0,0.020833333,27.10452905,31.84209001,1.128816707
0,0.01860119,27.10452905,31.84209001,1.128816707
0,0.017857143,27.10452905,31.84209001,1.128816707
0,0.020089286,27.10452905,31.84209001,1.128816707
0,0.023809524,27.10452905,31.84209001,1.128816707
0,0.016369048,27.10452905,31.84209001,1.128816707
0,0.01860119,27.10452905,31.84209001,1.128816707
0,0.020833333,27.10452905,31.84209001,1.128816707
0,0.016369048,27.10452905,31.84209001,1.128816707
0,0.025297619,27.10452905,31.84209001,1.128816707
0,0.01860119,27.10452905,31.84209001,1.128816707
0,0.02827381,27.10452905,31.84209001,1.128816707
0,0.026785714,27.10452905,31.84209001,1.128816707
0,0.026785714,27.10452905,31.84209001,1.128816707
0,0.029761905,27.10452905,31.84209001,1.128816707
0,0.024553571,27.10452905,31.84209001,1.128816707
0,0.024553571,27.10452905,31.84209001,1.128816707
0,0.020833333,27.10452905,31.84209001,1.128816707
0,0.021577381,27.10452905,31.84209001,1.128816707
0,0.032738095,19.61500539,20.24794028,1.821138005
0,0.033482143,19.61500539,20.24794028,1.821138005
0,0.02827381,19.61500539,20.24794028,1.821138005
0,0.030505952,19.61500539,20.24794028,1.821138005
0,0.034970238,19.61500539,20.24794028,1.821138005
0,0.03422619,19.61500539,20.24794028,1.821138005
0,0.046130952,19.61500539,20.24794028,1.821138005
0,0.033482143,19.61500539,20.24794028,1.821138005
0,0.035714286,19.61500539,20.24794028,1.821138005
0,0.031994048,19.61500539,20.24794028,1.821138005
0,0.042410714,19.61500539,20.24794028,1.821138005
0,0.031994048,19.61500539,20.24794028,1.821138005
0,0.039434524,19.61500539,20.24794028,1.821138005
0,0.036458333,19.61500539,20.24794028,1.821138005
0,0.037946429,19.61500539,20.24794028,1.821138005
0,0.037946429,19.61500539,20.24794028,1.821138005
0,0.038690476,19.61500539,20.24794028,1.821138005
0,0.040922619,19.61500539,20.24794028,1.821138005
0,0.037946429,19.61500539,20.24794028,1.821138005
0,0.031994048,19.61500539,20.24794028,1.821138005
0,0.017857143,28.84930364,33.45884712,1.10632901
0,0.020089286,28.84930364,33.45884712,1.10632901
0,0.023065476,28.84930364,33.45884712,1.10632901
0,0.017857143,28.84930364,33.45884712,1.10632901
0,0.01860119,28.84930364,33.45884712,1.10632901
0,0.021577381,28.84930364,33.45884712,1.10632901
0,0.020089286,28.84930364,33.45884712,1.10632901
0,0.016369048,28.84930364,33.45884712,1.10632901
0,0.017857143,28.84930364,33.45884712,1.10632901
0,0.021577381,28.84930364,33.45884712,1.10632901
0,0.017857143,28.84930364,33.45884712,1.10632901
0,0.021577381,28.84930364,33.45884712,1.10632901
0,0.019345238,28.84930364,33.45884712,1.10632901
0,0.022321429,28.84930364,33.45884712,1.10632901
0,0.020089286,28.84930364,33.45884712,1.10632901
0,0.01860119,28.84930364,33.45884712,1.10632901
0,0.025297619,28.84930364,33.45884712,1.10632901
0,0.01860119,28.84930364,33.45884712,1.10632901
0,0.023809524,28.84930364,33.45884712,1.10632901
0,0.015625,28.84930364,33.45884712,1.10632901
0,0.03125,26.54439341,31.33823305,1.124316233
0,0.030505952,26.54439341,31.33823305,1.124316233
0,0.03422619,26.54439341,31.33823305,1.124316233
0,0.020089286,26.54439341,31.33823305,1.124316233
0,0.026041667,26.54439341,31.33823305,1.124316233
0,0.031994048,26.54439341,31.33823305,1.124316233
0,0.031994048,26.54439341,31.33823305,1.124316233
0,0.023809524,26.54439341,31.33823305,1.124316233
0,0.027529762,26.54439341,31.33823305,1.124316233
0,0.037202381,26.54439341,31.33823305,1.124316233
0,0.036458333,26.54439341,31.33823305,1.124316233
0,0.027529762,26.54439341,31.33823305,1.124316233
0,0.027529762,26.54439341,31.33823305,1.124316233
0,0.029017857,26.54439341,31.33823305,1.124316233
0,0.019345238,26.54439341,31.33823305,1.124316233
0,0.030505952,26.54439341,31.33823305,1.124316233
0,0.02827381,26.54439341,31.33823305,1.124316233
0,0.020089286,26.54439341,31.33823305,1.124316233
0,0.022321429,26.54439341,31.33823305,1.124316233
0,0.021577381,26.54439341,31.33823305,1.124316233
0,0.051339286,23.5121803,27.95934574,1.567467251
0,0.061755952,23.5121803,27.95934574,1.567467251
0,0.055803571,23.5121803,27.95934574,1.567467251
0,0.061755952,23.5121803,27.95934574,1.567467251
0,0.055059524,23.5121803,27.95934574,1.567467251
0,0.066964286,23.5121803,27.95934574,1.567467251
0,0.054315476,23.5121803,27.95934574,1.567467251
0,0.04389881,23.5121803,27.95934574,1.567467251
0,0.064732143,23.5121803,27.95934574,1.567467251
0,0.072172619,23.5121803,27.95934574,1.567467251
0,0.061011905,23.5121803,27.95934574,1.567467251
0,0.051339286,23.5121803,27.95934574,1.567467251
0,0.061011905,23.5121803,27.95934574,1.567467251
0,0.058779762,23.5121803,27.95934574,1.567467251
0,0.063988095,23.5121803,27.95934574,1.567467251
0,0.06547619,23.5121803,27.95934574,1.567467251
0,0.068452381,23.5121803,27.95934574,1.567467251
0,0.060267857,23.5121803,27.95934574,1.567467251
0,0.064732143,23.5121803,27.95934574,1.567467251
0,0.0625,23.5121803,27.95934574,1.567467251
0,0.046130952,25.21475231,28.38599463,1.772938059
0,0.052083333,25.21475231,28.38599463,1.772938059
0,0.046130952,25.21475231,28.38599463,1.772938059
0,0.048363095,25.21475231,28.38599463,1.772938059
0,0.055059524,25.21475231,28.38599463,1.772938059
0,0.053571429,25.21475231,28.38599463,1.772938059
0,0.046875,25.21475231,28.38599463,1.772938059
0,0.053571429,25.21475231,28.38599463,1.772938059
0,0.069940476,25.21475231,28.38599463,1.772938059
0,0.04985119,25.21475231,28.38599463,1.772938059
0,0.053571429,25.21475231,28.38599463,1.772938059
0,0.045386905,25.21475231,28.38599463,1.772938059
0,0.045386905,25.21475231,28.38599463,1.772938059
0,0.04985119,25.21475231,28.38599463,1.772938059
0,0.04985119,25.21475231,28.38599463,1.772938059
0,0.045386905,25.21475231,28.38599463,1.772938059
0,0.035714286,25.21475231,28.38599463,1.772938059
0,0.037202381,25.21475231,28.38599463,1.772938059
0,0.041666667,25.21475231,28.38599463,1.772938059
0,0.033482143,25.21475231,28.38599463,1.772938059
0,0.05952381,26.62863709,30.3625647,1.520637707
0,0.068452381,26.62863709,30.3625647,1.520637707
0,0.075892857,26.62863709,30.3625647,1.520637707
0,0.066964286,26.62863709,30.3625647,1.520637707
0,0.060267857,26.62863709,30.3625647,1.520637707
0,0.06547619,26.62863709,30.3625647,1.520637707
0,0.069196429,26.62863709,30.3625647,1.520637707
0,0.066220238,26.62863709,30.3625647,1.520637707
0,0.0625,26.62863709,30.3625647,1.520637707
0,0.066220238,26.62863709,30.3625647,1.520637707
0,0.069940476,26.62863709,30.3625647,1.520637707
0,0.063244048,26.62863709,30.3625647,1.520637707
0,0.060267857,26.62863709,30.3625647,1.520637707
0,0.063244048,26.62863709,30.3625647,1.520637707
0,0.057291667,26.62863709,30.3625647,1.520637707
0,0.056547619,26.62863709,30.3625647,1.520637707
0,0.075892857,26.62863709,30.3625647,1.520637707
0,0.052827381,26.62863709,30.3625647,1.520637707
0,0.067708333,26.62863709,30.3625647,1.520637707
0,0.061755952,26.62863709,30.3625647,1.520637707
0,0.046875,28.89317428,33.18334757,0.973715093
0,0.061011905,28.89317428,33.18334757,0.973715093
0,0.055803571,28.89317428,33.18334757,0.973715093
0,0.046875,28.89317428,33.18334757,0.973715093
0,0.040922619,28.89317428,33.18334757,0.973715093
0,0.044642857,28.89317428,33.18334757,0.973715093
0,0.04389881,28.89317428,33.18334757,0.973715093
0,0.044642857,28.89317428,33.18334757,0.973715093
0,0.050595238,28.89317428,33.18334757,0.973715093
0,0.053571429,28.89317428,33.18334757,0.973715093
0,0.057291667,28.89317428,33.18334757,0.973715093
0,0.049107143,28.89317428,33.18334757,0.973715093
0,0.04389881,28.89317428,33.18334757,0.973715093
0,0.052083333,28.89317428,33.18334757,0.973715093
0,0.043154762,28.89317428,33.18334757,0.973715093
0,0.037946429,28.89317428,33.18334757,0.973715093
0,0.053571429,28.89317428,33.18334757,0.973715093
